,ID,Lemme,Definicija,POS,NEG
5088,ENG30-12346179-n,"Thymelaeaceae,porodica Thymelaeaceae,porodica maslinica","porodica drveće , žbunje i trava jak kor , posebno iz Australija i tropski Afrika . ",1.0568917e-06,3.1380526e-07
5089,ENG30-12346448-n,rod Daphne,Obično zimzelen evroazijski žbun . ,0.002067559,0.002014125
5090,ENG30-01693334-n,"zelembać,Lacerta viridis","Običan evroazijski gušter , oko stopa dugačak . ",0.000254404,8.5111e-05
5091,ENG30-02410313-n,rod Bison,ponekad se smatrati podrodom rod bos : američki bufalo . ,2.380817e-05,1.6580318e-05
5092,ENG30-02410509-n,"bizon,zubar",neki od nekoliko velik goveda sa grb koji imati velik glava i kratak rog . ,2.0143267e-05,1.1590029e-06
5093,ENG30-12458224-n,rod Hyacinthus,ponekad se smeštati u familija Hyacinthaceae . ,0.00023744334,0.00012155405
5094,ENG30-11931756-n,rod Aster,velik rod trava koji se gojiti zbog zveta u oblik margareta . ,2.7545962e-06,4.3717127e-06
5095,ENG30-11931918-n,zvezdan,neki od mnogi biljkaka koji cvetati uglavnom ujesen iz rod Aster i maj cvet u oblik margareta . ,1.2153749e-06,6.116232e-07
5096,ENG30-11911274-n,"Campanulales,red Campanulales",red biljka iz podklasa Asteridae koji uključivati : Campanulaceae ; Lobeliaceae ; Cucurbitaceae ; Goodeniaceae ; Compositae . ,1.3178387e-05,8.945174e-06
5097,ENG30-12036533-n,"Campanulaceae,familija Campanulaceae,familija zvončića",familija biljka iz red Campanulales ; U neki klasifikacija uključivati Lobeliaceae . ,2.5532422e-06,1.8332954e-06
5098,ENG30-12036781-n,rod Campanula,velik rod biljka koji se gajiti zbog cveće : zvončić . ,1.3916842e-05,8.095613e-06
5099,ENG30-12036939-n,zvončić,neki od raznovrstan biljka iz rod Campanula koji imati plav ili beo cvet u oblik zvonce . ,1.3802132e-06,3.676825e-07
5100,ENG30-12610933-n,"Naiadales,red Naiadales,Alismales,red Alismales",red voden monokotiledona . ,0.011100367,0.00852016
5101,ENG30-12611815-n,"Alismataceae,familija Alismataceae,familija žabočuna",Višegodišnje ili godišnje voden ili močvaran biljka . ,0.0019003823,0.0012321561
5102,ENG30-12612020-n,"Alisma,rod Alisma",mali rod voden ili poluvodenih biljka . ,5.9161925e-05,1.041782e-05
5103,ENG30-12612170-n,"žabočun,Alisma plantago-aquatica",Močvarna biljka koji imati kitica beo ili ružičast cvet i širok šiljast ili okrugao cvet . ,2.7678467e-05,3.3875026e-06
5104,ENG30-12613285-n,"Hydrocharis,rod Hydrocharis",Žabogriz . ,0.22320369,0.2986441
5105,ENG30-13815342-n,"mera,opseg",relativan veličina . ,0.13823271,0.15389699
5106,ENG30-13030104-n,materijal,materijal od koji jesam nesto napraviti . ,0.0030156225,0.0019558095
5107,ENG30-13794417-n,relevantnost,odnos nešto prema nešto drugi . ,0.019015513,0.015153807
5108,ENG30-13783816-n,"funkcija,matematička funkcija",takav matematički relacija koji jedan element jedan skup pridruživati bar jedan element drugi sk ,2.2346542e-06,4.107663e-06
5109,ENG30-13780180-n,grad,mera jačina alkoholni pića izražen kao ceo broj koji iznositi dva put procent alkohol po zapreti ,5.7041834e-06,5.1483507e-06
5110,ENG30-13758556-n,"granična tačka,limes",Matematička vrednost ka koji funkcija težiti kada nezavisan promenljiv težak beskonačnost . ,9.626246e-05,0.00030507997
5111,ENG30-00033615-n,"veličina,mera",koliko imati nešto što se moći izmeriti . ,0.14699727,0.004712267
5112,ENG30-13795834-n,nerelevantnost,odsustvo veza nešto prema nectem drugi . ,0.011493629,0.02279384
5113,ENG30-13650045-n,"stopa,ft",Dužinska jedinica koji iznositi @card@ inč ili trećina jard . ,4.4028493e-05,7.27416e-05
5114,ENG30-13650447-n,jard,Dužinska mera koji iznositi @card@ stopa ; po definicija jesam @card@ cm ; originalno jesam biti odrediti kao prosečan dužina korak . ,7.4292893e-06,9.114617e-06
5115,ENG30-13498828-n,inflacija,Opšti progresivan rast cena . ,0.03498008,0.021848856
5116,ENG30-13459821-n,deflacija,smanjenje ekonomski aktivnost što imati za rezultat pad cena . ,0.0059522744,0.0003405484
5117,ENG30-13929037-n,račun,"formalan ugovorni odnos uspostaviti radi obezbeđivanje stalan bankarski , poslovan ili berzanski usluga . ",3.4730587e-05,0.0006301634
5118,ENG30-13359690-n,"bankovni račun,račun u banci",suma koji jesam klijentpoverio banka i sa koji moći da podignuti novac . ,0.0006092047,0.007703234
5119,ENG30-11530512-n,žetva,prinos u jedan sezona . ,0.003999375,0.0048007583
5120,ENG30-11501381-n,kiša,voda koji padati u kapljica iz para koji se kondenzovati u atmosfera . ,3.244823e-06,5.0176577e-06
5121,ENG30-11485367-n,"sunčeva svetlost,sunce",zrak sunce . ,0.13908294,0.12094621
5122,ENG30-10757918-n,životni princip,Hipotetička snaga koji se nakd pripisivati funkcija i kvalitet svojstven živ biće . ,0.0005647118,0.00033572412
5123,ENG30-11468763-n,inercija,u fizika svojstvo telo da ostati u mirovanji ili stanje uniforman kretanje sve dok na on ne uticati neki sila . ,1.2156882e-05,0.00025817775
5124,ENG30-11503644-n,otpor,biti Ko mehanički sila koji težiti da usporiti ili zaustaviti kretanje . ,0.0009249686,0.00057082437
5125,ENG30-10636598-n,duh,Životni princip ili pokretački snaga unutar živ stvar . ,0.0025449095,0.00503652
5126,ENG30-10624074-n,sin,Muški potomak čovek . ,0.05313071,0.049016837
5127,ENG30-09545324-n,duh,biti koji bestelesan natprirodan biće koji ljudski biće moći videti ( ili čuti ) ,0.000107669825,0.0007037114
5128,ENG30-10448983-n,policajac,pripadnik policijski snaga . ,0.13310537,0.07817398
5129,ENG30-10388924-n,vlasnik,"u prava , neki ko jesam zakonski posedovati posati . ",0.00069227885,0.0080648735
5130,ENG30-10376523-n,"starija osoba,stariji građanin",star osoba . ,0.12985913,0.10938217
5131,ENG30-09877124-n,drug,koristiti se prilikom obraćanje muški osoba koji jesam uključiti u isti pokret . ,1.4438867e-05,7.3575757e-06
5132,ENG30-09504915-n,sudbina,vrhunski pokretač koji predodređivati tok događaj ( često se personifikovati kao žena ) . ,5.6224953e-06,7.2969974e-06
5133,ENG30-00007347-n,"agens,pokretač",neki objekt koji uzrokovati neki dešavanje . ,0.0018632396,0.03157239
5134,ENG30-09448945-n,deonica,velik i nepreknuto rastojanje ili prostranstvo . ,0.020717347,0.011260905
5135,ENG30-09437887-n,jelenji trag,"trag životinja , posebno jelen . ",0.010401398,0.023095835
5136,ENG30-09437454-n,"strmina,kosina",Uzdiguti teren . ,0.1847223,0.1281241
5137,ENG30-15199592-n,državni praznik,"zakonski odobren , kancelarija i trgovina uglavno ne raditi . ",0.00034528106,0.0071827085
5138,ENG30-09417365-n,?row,"dug , neprekinut traka koji se obično pružati horizontalno . ",5.8103535e-05,0.0005712265
5139,ENG30-09411430-n,reka,"velik prirodan tok voda , velik od potok . ",0.00010509491,1.1965008e-05
5140,ENG30-09393605-n,"nizija,ravnica",Široko prostranstvo ravan otvoren zemlja . ,0.00077697274,0.0017774977
5141,ENG30-09281411-n,poljana,ravan komad zemlja . ,0.0100217275,0.01095792
5142,ENG30-09260218-n,kora,tvrd spoljašnji omotač oko nešto . ,0.0035304949,0.0007078195
5143,ENG30-09258715-n,"pukotina,napuklina,ruptura",Dugački uzak šupljana . ,0.1143269,0.094548345
5144,ENG30-09227839-n,gromada,velik gladak odvaljen stena . ,0.011536837,0.008939065
5145,ENG30-07443010-n,"popadale mašne,popadale očice","niz popadao očica ( mašna ) , obično na čarapa . ",0.0002606063,0.00047288486
5146,ENG30-08678615-n,banja,mesto za odmor dobro za zdravlje koji jesam blizu izvor ili na obala morati . ,3.4209283e-05,1.8973908e-05
5147,ENG30-08659993-n,teme,Tačka u koji se tri površ sreća ili presecati . ,0.0003448863,0.00010868625
5148,ENG30-08615149-n,park,velik zemljišnji prostor očuvati u prirodan stanje kao javno dobro . ,9.809767e-05,3.2586577e-05
5149,ENG30-08615374-n,"zelenilo,opštinska utrina",komad otvoren zemljište za rekreacijsku upotreba u gradski zona ,1.5973219e-05,1.5482674e-05
5150,ENG30-08600992-n,nacionalni park,Zemljišnji posed koji jesam vladati neki zemlja proglasiti za javno dobro . ,0.0017393334,0.0019174726
5151,ENG30-08588294-n,"unutrašnjost,enterijer",prostor koji jesam unutar nešto . ,0.014321113,0.016429732
5152,ENG30-08613593-n,"spoljašnjost,eksterijer",prostor koji jesam izvan nešto . ,0.016694624,0.038637877
5153,ENG30-15221596-n,svetac,Dan kada se slaviti neki svetac . ,0.010127834,0.0026336713
5154,ENG30-08584218-n,jazbina,Obično udaljen skrovište koji koristiti ljudi izvan zakon . ,0.0002198914,0.00012801688
5155,ENG30-08583793-n,?drop,"unapred pripremiti sklonište za odlaganje i distribucija nelegalan roba , kao što jesam droga i ukraden roba . ",8.956174e-05,8.530212e-05
5156,ENG30-08581503-n,stecište,mesto koji se često posećivati . ,0.0007443783,0.000831926
5157,ENG30-08574216-n,"sastajalište,zborište",omiljen stecište na koji se xudi okupljati . ,0.0009819902,0.0016109645
5158,ENG30-08550966-n,"dijeceza,biskupija",biskupov teritorijalan jurisdikcija . ,0.15698914,0.1545529
5159,ENG30-08478018-n,kamp,grupa ljudi koji zajedno živa u kamp . ,5.086072e-05,5.50816e-05
5160,ENG30-08541609-n,"komuna,teritorijalna jedinica uprave",Najmanja administrativan oblast u više evropski zemlja . ,9.0776575e-06,1.4726825e-05
5161,ENG30-01010458-n,nizanje,Čin nizanje po red . ,0.01184002,0.0059079225
5162,ENG30-08430203-n,red,formacija ljudi ili stvar poređan jedan iza drugi . ,0.00017847269,0.0011281038
5163,ENG30-08403631-n,strukovna zajednica,telo ljudi koji obavljati isti vrsta posao . ,4.245835e-05,2.1097461e-05
5164,ENG30-08112096-n,profesionalna zajednica,telo luxdi koji se baviti neki učen profesija . ,0.00012554227,0.00070311036
5165,ENG30-08312359-n,"samit,sastanak na vrhu",sastanak šefovati vlada . ,0.044871613,0.031889357
5166,ENG30-08272961-n,savez,"grupa ljudi , občno privremen koji imati zajednički cilj . ",0.0008515469,0.00016840277
5167,ENG30-08249960-n,plesni orkestar,grupa muzičar koji svirati popularan muzika za igra . ,7.6309974e-05,7.914253e-05
5168,ENG30-08307589-n,sastanak,formalan dogovoren okupljanje . ,0.059246495,0.035450112
5169,ENG30-01230965-n,sastanak,Društveni čin okupljanje u određenu svrha ,0.00031115557,0.00010498465
5170,ENG30-08222293-n,publika,deo sveopšti javan mnenje koji se zanimati za izvor informacija ili zabava . ,1.8571902e-05,9.93988e-06
5171,ENG30-08221897-n,publika,"okupljanje gledalac ili slušalac , obično na javan mesto . ",2.4337814e-05,4.959786e-05
5172,ENG30-15183802-n,verski praznik,Dan posvetiti verski svetkovanje . ,0.04863666,0.008348398
5173,ENG30-07990956-n,jato,grupa ptica . ,0.06793604,0.06239973
5174,ENG30-08220620-n,jato ptica,jato ptica u leto . ,0.0040877466,0.002791943
5175,ENG30-08220534-n,eskadrila,formacija avion u leto . ,0.0085095605,0.008029256
5176,ENG30-08184600-n,rulja,razuzdan grupa ljudi . ,0.03443026,0.052657988
5177,ENG30-08182379-n,"gomila,svetina",velik broj stvar ljudi posmatran zajedno . ,0.00030202445,0.0005944219
5178,ENG30-08184217-n,čopor,gomila u pokret . ,0.033164207,0.039408296
5179,ENG30-08183290-n,armija,velik broj ljudi skupiti s neki specifičan cilj . ,0.00031226035,0.0021243826
5180,ENG30-07985384-n,"zaprega,jaram",dva ili više tegleći životinja koji raditi zaedno da biti nešto vući . ,8.618683e-05,0.0007844797
5181,ENG30-07976936-n,par,dvoje ljudi koji se posmatrati zajedno . ,0.00021260006,0.00046802632
5182,ENG30-07968354-n,"obojeni,obojeni ljudi",rasa čiji se pigmentacija koža razlikovati od beo rasa ( posebno crnac ) . ,1.32677205e-05,3.4828088e-06
5183,ENG30-07571324-n,kulinarstvo,praksa ili način pripremanje hrana ili hrana tako pripremljen . ,0.00036472664,0.003555978
5184,ENG30-07554856-n,empatija,Razumavanje osećanje drugi ljudi . ,0.07567629,0.19535217
5185,ENG30-07474006-n,američka nezavisnost,Uspešno okončanje Američke revolucija . ,0.030588996,0.069444254
5186,ENG30-07417851-n,značajan događaj,Događaj koji označavati jedinstven ili značajan istorijski promena ili na koji se zasnivati dalek razvoj . ,3.883398e-05,3.6141784e-05
5187,ENG30-07391863-n,"zvonjava,zvonjenje",zvuk zvono koji zvoniti . ,0.009585084,0.01802786
5188,ENG30-07388816-n,"bubnjava,bubnjanje",zvuk bubanj u koji se udarati brzo i neprekidno . ,4.222405e-05,2.0824962e-05
5189,ENG30-07386920-n,"mumljanje,mumlanje,mrmljanje",taj neprekidan nerazumljiv zvuk ; obično ga pratiti kretanje usna koji ne proivodi artikulisan govor . ,1.1819429e-05,0.08894095
5190,ENG30-01044533-v,"mrmljati,mumlati,gunđati","govoriti nerazgovetno , obično tih glas . ",0.0006732728,0.017694551
5191,ENG30-07377473-n,"treštanje,kakofonija","Glasna , oštar ili piskav buk . ",0.034965135,0.05518782
5192,ENG30-07377244-n,zvono,zvuk zvono u koji jesam udariti . ,0.0015274873,0.0023163373
5193,ENG30-00051192-n,povratak,dolazak ili povratak kuća . ,0.08047256,0.08466659
5194,ENG30-08294696-n,"svetska organizacija,međunarodna organizacija",Međunarodna koalicija koji uključivati mnogo različit zemlja . ,5.4406577e-05,0.0006514603
5195,ENG30-07628870-n,kolač,"pecivo napraviti ili ispeći od mešavina brašno , šećer i jaje . ",2.756311e-05,4.6591867e-06
5196,ENG30-07633511-n,torta,"bogat kolač , obično pokriti krema , voće ili orah ; poreklo iz Austrija . ",5.111139e-06,6.234526e-06
5197,ENG30-03511426-n,"peta,štikla",zadnji deo cipela ili čizma koji se dodirivati tlo . ,6.47727e-05,0.00012334368
5198,ENG30-04258982-n,đon,donji deo obuća . ,0.017142354,0.012829119
5199,ENG30-01029406-n,verski obred,Utvrđena ceremonija koji propisivati vera . ,0.010987389,0.009408974
5200,ENG30-07334490-n,destrukcija,"Događaj , ili rezultat događaj , koji nešto potpuno uništavati . ",0.00029421467,4.839681e-05
5201,ENG30-07335243-n,uništenje,Događaj čiji jesam rezultat destrukcija . ,0.028779544,0.003038131
5202,ENG30-00217014-n,"uništavanje,pustošenje,opustošenje",Okončanje pomoću čin razaranje . ,0.005883335,0.0045449785
5203,ENG30-07302542-n,kolizija,"u fizika , kratak događaj u tok koji dva ili tri telo doći u kontakt . ",1.3697519e-06,1.9617225e-06
5204,ENG30-07301336-n,nesreća,"nezgoda , posebno ona koji prouzrokovati povreda ili smrt . ",0.0018428526,0.28474548
5205,ENG30-13985818-n,emotivno stanje,"stanje čovekov osećanje , posebno vezati za zadovoljstvo ili potištenost . ",0.023565926,0.21621226
5206,ENG30-07246932-n,oružje,sredstvo za ubeđivanje ili argumentacija . ,0.019876467,0.029367415
5207,ENG30-07201804-n,"slika,karakterizacija",Grafički ili živ verbalan opis . ,0.013910396,0.015766304
5208,ENG30-14513489-n,slika,Okruženje u koji se odvijati priča ili dramski radnja . ,9.05442e-05,0.00015202585
5209,ENG30-06709533-n,pokuda,Izrazavanje neodobravanje . ,0.22127089,0.25122678
5210,ENG30-06535222-n,zakonodavstvo,zakon koji donositi zakonodavno telo . ,0.01617274,0.027777001
5211,ENG30-01125693-n,legislativa,Čin donošenje zakon . ,0.058907412,0.0381849
5212,ENG30-06502378-n,pisani zapis,pisan dokument koji čuvati znanje o činjenica ili događaj . ,0.00015817376,0.00022929248
5213,ENG30-06536227-n,"zakonik,zbirka zakona",zapis o kompletan legislacija u dat jurisdikcija . ,0.0015199315,0.000219925
5214,ENG30-06343971-n,naslov,red tekst koji ukazivati o šta se raditi u tekst koji slediti . ,3.6709316e-06,2.4116607e-06
5215,ENG30-05872982-n,prirodni zakon,generalizacija koji opisivati ponavljanje činjenica ili događaj u priroda . ,0.00025946434,0.000121212375
5216,ENG30-05865998-n,tačka,geometrijski element koji imati položaj ali ne i dimenzija . ,0.0002978242,0.00014634931
5217,ENG30-13911872-n,"tačka,tačkica",veoma mali kružan oblik ,0.00073880766,0.0014328185
5218,ENG30-06482401-n,"stavka,tačka",Određeni deo koji moći da se odvojiti unutar grupa stvar koji moći da se pobrojati na spisak . ,3.0812345e-05,6.300967e-05
5219,ENG30-05633385-n,"zamisao,predodžba",stvaranje nešto u svest . ,0.016025163,0.013073442
5220,ENG30-05601758-n,crta lica,"Karakteristični deo lice čovek : oči , nos , usta i brada . ",0.0001606003,3.2824184e-05
5221,ENG30-05599617-n,brada,isturen deo donji vilica . ,0.0049307966,0.002838472
5222,ENG30-05585383-n,"skelet,kostur",Čvrsta struktura koji predstavljati okvir za telo životinja . ,0.00019568179,0.00019204985
5223,ENG30-05585665-n,skeletna struktura,biti koji struktura koji stvarati skelet organizam . ,0.00010516459,0.00029895856
5224,ENG30-05513302-n,reproduktivni organ,biti koji organ koji jesam uključiti u seksualan reprodukcija . ,0.00023895306,0.0012741105
5225,ENG30-05578442-n,"gležanj,članak","zglob koji spajati stopala i potkoleničnu kost , tarsus . ",0.00028454798,0.00018808444
5226,ENG30-05462315-n,nervni sistem,Čulni i kontrolni aparat koji se sastojati od mreža nervni ćelija . ,1.0258712e-05,8.054798e-06
5227,ENG30-05389762-n,zalistak,pokretan parac tkivo koji jesam delimično povezati s telo . ,5.2491727e-05,0.0009293237
5228,ENG30-05301072-n,jezik,pokretan masa mišićni tkivo pokrvena sluzav opna koji jesam smestiti u usni šupljina . ,4.4118988e-05,7.534896e-05
5229,ENG30-05298729-n,unutrašnji organ,Glavni organ koji jesam smestiti unutar telo . ,9.875739e-05,0.00052259734
5230,ENG30-00962722-n,revolucija,svrgavanje vlada od strana podanik . ,0.0019774057,0.001659328
5231,ENG30-08151229-n,kult,Pristaše jedan poseban sistema verski verovanje i običaj . ,7.052683e-05,6.266617e-05
5232,ENG30-07456638-n,sportsko takmičenje,Takmičenje sportista . ,0.15958026,0.13954769
5233,ENG30-15184170-n,hrišćanski praznik,verski praznik za hrišćanin . ,0.023367511,0.010048538
5234,ENG30-05204982-n,bespomoćnost,nesposobnost koji se ogledati u nemogućnost da se delovati . ,0.00030497217,0.005754075
5235,ENG30-05029706-n,snaga,svojstvo neki ko jesam fizički ili mentalno jak . ,0.066101305,0.04928591
5236,ENG30-05034225-n,"snaga,delotvornost",sposobnost da se proizvesti fiziološki ili hemijski efekt ,0.028411657,0.020328142
5237,ENG30-05191695-n,moć,sposobnost da se uticati ili prisiliti . ,0.14309718,0.07463139
5238,ENG30-05168261-n,važnost,kvalitet neki ili nectega što jesam važan ili vredan pažnja . ,0.25950542,0.21081501
5239,ENG30-01275562-a,važan,od velik značaj ili važnost . ,0.08778629,0.017755596
5240,ENG30-01279978-a,nevažan,Nešto što nem važnost . ,0.17912625,0.19552764
5241,ENG30-05169813-n,značaj,kvalitet neki ili nešto što jesam značajno . ,0.19168152,0.32845896
5242,ENG30-07294019-n,značaj,"ishod događaj , posebno u odnos na neki osoba . ",3.613184e-05,0.00010111467
5243,ENG30-05173579-n,beznačajnost,kvalitet neki ili nešto što imati malo ili nimalo značaj . ,0.22868109,0.07881067
5244,ENG30-02164402-a,beznačajan,koji jesam značajan niti vredan pažnja . ,0.06295798,0.177762
5245,ENG30-02161982-a,vrlo značajan,od vrlo velik važnost . ,0.023907611,0.011956874
5246,ENG30-02161432-a,značajan,Važan po značenje ili u biti . ,0.016263027,0.01246311
5247,ENG30-05141683-n,cena,visok vrednost nešto . ,0.20214647,0.02422553
5248,ENG30-05139094-n,"mana,nedostatak",kvalitet nešto što jesam adekvatno ili perfektno . ,0.15306047,0.42814937
5249,ENG30-05161614-n,"nedostatak,nepovoljan položaj",kvalitet neki ili nešto što imati slab ili manje poželjan pozicija . ,0.013922883,0.24961445
5250,ENG30-04950126-n,vidljivost,atribut viđenje . ,0.236573,0.12349366
5251,ENG30-05076237-n,vidljivost,Prostorna osoba pozicija sa koji se nešto osmatrati . ,0.00014179153,0.0004875886
5252,ENG30-05065717-n,asimetričnost,"u matematika , nedostatak simetričnost . ",0.04431414,0.029781334
5253,ENG30-05062993-n,dimenzionalnost,Prostorna osobina nešto što imati dimenzija . ,0.12803248,0.0036281196
5254,ENG30-05058580-n,tempo,relativan brzina napredak ili promena . ,0.043362886,0.025809687
5255,ENG30-05058140-n,"brzina,hitrost","tempo , obično brz , koji se nešto događati . ",0.00029091732,0.0006792297
5256,ENG30-00323873-a,brz,"nastupati ili ketati se brzo , ili imati sposobnost za brz nastupanje ili kretanje . ",0.0026630505,0.0024268571
5257,ENG30-00980527-a,spor,ne kretati se brzo ; trajati relativno dugo . ,0.00037082675,0.00011505847
5258,ENG30-05005250-n,fiziološka osobina,osobina koji jesam u veza sa funkcionisanje telo . ,8.1665174e-05,0.0014641894
5259,ENG30-05006898-n,"seksualnost,pol",osobina koji razlikovati organizam prema njihov reproduktivan uloga . ,0.0013583074,0.00072573323
5260,ENG30-01477806-a,ženski,"kod biljka ili životinja , ona koji pripadati pol koji proizvoditi ćelija koji se moj oploditi i iz koji se razvijati potomak . ",3.0176939e-06,8.366834e-06
5261,ENG30-01476685-a,muški,"kod biljka i životinja , onaj koji pripadati pol koji proizvoditi raspolodne ćelija koji obavljati oplodnu funkcija u reprodukcija . ",9.956404e-06,2.8824817e-05
5262,ENG30-02135389-a,polni,koji imati ili se odnositi na seks . ,0.0009733074,0.0012149595
5263,ENG30-02135913-a,bespolni,koji nemati ili ne uključivati pol . ,0.0041391933,0.22621094
5264,ENG30-01478626-a,"hermafroditski,androgeni",koji imati i mške i ženski karakteristika . ,0.031620074,0.00021642869
5265,ENG30-04891010-n,"oštroumnost,promišljenost",crta da se suditi mudar i objekticno . ,0.055693787,0.006205609
5266,ENG30-04881623-n,"disciplina,disciplinovanost",osobina neki ko se lepo ponašati . ,0.016906848,0.0054495204
5267,ENG30-04884450-n,"nedisciplina,nedisciplinovanost",osobina onaj koji nedostajati disciplina . ,0.043245405,0.24187565
5268,ENG30-04827652-n,nepoštenost,ne pridržavanje moralan princip . ,0.2004291,0.39832827
5269,ENG30-04854389-n,nepravednost,Običaj da se biti nepravedan ili nefer . ,0.011782704,0.21585496
5270,ENG30-04849241-n,dobrota,moralan izvanrednost . ,0.26331446,0.31006125
5271,ENG30-05138958-n,vrlina,neki ceniti atribut ili kvalitet . ,0.37048617,0.16233432
5272,ENG30-04847482-n,vrlina,izuzetan moralan vrednost . ,0.39028376,0.12899733
5273,ENG30-04847600-n,glavna vrlina,jedan od sedam istaknut vrlina . ,0.0059931753,0.0023097978
5274,ENG30-04847733-n,prirodna vrlina,"u skolastika , jedan od četiri vrlina koji dolaziti od priroda . ",0.00016601231,7.828832e-06
5275,ENG30-04850117-n,"pravednost,pravičnost",kvalitet onaj ko jesam pravičan i fer . ,0.26206616,0.16479038
5276,ENG30-00956485-n,rovovska bitka,Žestoka bitak koji se voditi prsa u prsa između trupa koji jesam na određenoj pozicija u zadat vreme i na zadat mesto . ,1.617813e-06,2.4834487e-06
5277,ENG30-00975452-n,prodiranje,napad koji prodirati u neprijateljski tertoriju . ,0.0019852433,0.0334297
5278,ENG30-00976953-n,"upad,iznenadni napad",iznenadan kratak napad . ,0.03591243,0.112454206
5279,ENG30-01177703-n,"demonstracije,manifestacije",javno ispoljavanje grupni osećanje ( obično politički priroda ) . ,0.0015976791,0.019782288
5280,ENG30-01177033-n,protest,"Čin protestovanje , javno , obično organizovan manifestovanje neslaganje . ",0.0045582866,0.0024440917
5281,ENG30-09587565-n,izmišljeni lik,"Izmišljena osoba predstaviti u umetnički delo ( drama , film ili roman ) . ",4.2813546e-05,7.0042006e-05
5282,ENG30-07849336-n,kiselo mleko,Kremasta hrana koji se dobijati od zgrušan mleko . ,0.00010583468,4.764683e-05
5283,ENG30-15254028-n,istorijski period,istorijski doba koji imati izraziti karakteristika . ,0.004973769,0.0006310785
5284,ENG30-03969259-n,vodovodna instalacija,instalacija za distribucija i korišćenje voda u zgrada . ,5.724887e-05,2.0627276e-05
5285,ENG30-03354613-n,"instalacija,postrojenje",predmet pričvrstiti za jedan mesto ( posebno u domaćinstvo ) ,1.1810724e-05,3.5547764e-06
5286,ENG30-04446276-n,toalet,prostorija opremljen mogućnost za pranje ruka i vršenje nužda ,0.00037718093,0.00042918848
5287,ENG30-04446521-n,"zahod,nužnik,klozet",vodovodni instalacija za vršenje nužda . ,0.057802215,0.05457276
5288,ENG30-02681518-n,"ures,nakit",zanimljiv ili šaren ukras koji se dodavati da umanjiti jednoličnost . ,0.0063078566,0.011910193
5289,ENG30-03491178-n,zidna dekoracija,dekoracija koji se kao tapiserija kačiti na zid ili iznad prozor . ,2.5874187e-05,0.000115007395
5290,ENG30-03063689-n,lonac za kafu,visok lonac u koji se kuvati kafa . ,0.00014614049,5.4471588e-05
5291,ENG30-00219012-n,ubijanje,Čin okončavanje život . ,0.10543135,0.02837113
5292,ENG30-00220023-n,egzekucija,ubijanje čovek od strana drugi čovek . ,0.0019569544,0.01411948
5293,ENG30-00220522-n,ubistvo,nezakonit ubijanje s predumišljaj jedan čovek od strana drugi . ,2.546958e-05,0.003620436
5294,ENG30-00221056-n,atentat,ubistvo javan ličnost iznenadan napad . ,0.01058955,0.03873873
5295,ENG30-08466643-n,umetnički pokret,grupa umetnik koji se slagati o neki opšti princip . ,0.001114887,0.0008170981
5296,ENG30-08472335-n,politički pokret,grupa ljudi koji zajedno raditi da biti postignuti neki politički cilj . ,2.396675e-05,0.00047706935
5297,ENG30-10677713-n,"pristalica,pristaša",osoba koji podržavati političar ili taj . ,0.049391612,0.055061556
5298,ENG30-10016103-n,"pristalica,pristaša,privrženik",neki ko verovati u neki doktrina i pomagati da se ona širiti . ,0.00014349681,0.00017763075
5299,ENG30-10099375-n,sledbenik,Obična osoba koji prihvatati vođstvo neki drugi osoba . ,0.0021114068,0.029910646
5300,ENG30-07713395-n,povrće krstašica,"Povrće iz porodica ? : kupus , brokola , karfiol , prokelj . ",4.315935e-05,3.9537113e-05
5301,ENG30-08082602-n,hrišćanska crkva,neki od hiršćanskih grupa koji imati svoj verovanje i oblik bogosluženje . ,0.00018251533,5.216749e-06
5302,ENG30-06226057-n,hrišćanstvo,Jednobožački sistem verovanje i obred koji se zasnivati na star zavet i na Isusov učenje koji jesam uključiti u Novi zavet i koji isticati uloga Isus kao spasilac . ,4.4251683e-06,6.047101e-06
5303,ENG30-09505153-n,duhovni vođa,Vođa u verski i duhovan pitanje . ,0.0005676806,0.0013134491
5304,ENG30-09927451-n,svešteno lice,Član sveštenstvo i duhovan vođ hrišćanski crkva . ,0.0003434323,0.00038584464
5305,ENG30-09610405-n,običan čovek,Čovek koji nemati nikakav titula . ,0.0148846675,0.03192138
5306,ENG30-08153102-n,svetovnjaci,sav koji ne pripadati sveštenstvo . ,0.0027643128,0.07822918
5307,ENG30-10250527-n,"laičko lice,svetovno lice",neki ko jesam svešteni lice ni pripadnik uvažen profesija . ,0.0015430185,0.0027512726
5308,ENG30-08617873-n,patrijaršija,jurisdikcija patrijarh . ,0.1820075,0.1894304
5309,ENG30-02586619-v,vladati,Vršiti vlast nad neki ; npr . o narod . ,0.0001647523,8.97165e-05
5310,ENG30-07806221-n,salata,Mešana hrana biti složiti na tanjir ili promešati i poslužiti sa preliv ; obično se sastojati od zeleniš ili ga sadržati . ,8.774417e-06,1.49144735e-05
5311,ENG30-07622708-n,pecivo,neki od raznovrstan pecivo napravljen od testo pa pečen ,0.00017215741,2.4908448e-05
5312,ENG30-07625493-n,pita,Jela koji se peći u posuda koji jesam obložiti testo i koji jesam i samo često prekriti testo . ,1.1725097e-05,9.369183e-06
5313,ENG30-07654148-n,roštilj,meso koji jesam peći na roštilj . ,0.0006568894,0.0035574962
